seed,cost_wan,carbon_t,latency_ms,nu_pct,policy
2,184054.7805731425,2017069.1126165804,26.28738355505838,32.84349576673915,"[11.590163000583123, 0.006649528030413127, 11.434634923669199, 9.175180616821477, 0.0]"
2,184064.12610747776,2017241.883803845,26.27173187426051,32.842269257937,"[11.610215656960946, 0.0, 17.079209361229655, 13.302833026195666, 0.000599575551354514]"
2,183796.2474157287,2015279.0065652318,27.393119987150484,32.85290503135159,"[6.396002426508177, 0.07763725466243868, 13.640302105517737, 14.039709830394713, 0.0]"
2,184341.6346946134,2019494.5063464153,25.370869698941164,32.8267368703937,"[14.42456935211408, 0.0, 11.039505559455689, 9.92751232059741, 0.006708096512477034]"
2,184292.846134443,2018752.1560893487,25.39829971995856,32.833070872773476,"[14.095319039121717, 0.0, 11.715205258902115, 0.3845995191448761, 0.0]"
2,184064.12610747776,2017241.883803845,26.27173187426051,32.842269257937,"[11.610215656960946, 0.0, 17.279634784086394, 13.302833026195666, 0.000599575551354514]"
2,184200.5435036736,2018107.2834536314,25.733058782730787,32.83739449838734,"[13.220916344463182, 0.0, 11.727671081540889, 9.209783780640306, 0.0]"
2,183943.6287901103,2016398.5182131878,26.776043547545154,32.847100863813196,"[9.056305807359161, 0.0, 12.437780256301174, 13.103158612072427, 0.00029551844724463226]"
2,183934.98891582974,2016260.6068033362,26.813364004091536,32.848049037549345,"[9.865291232647692, 0.06373697479474366, 13.051729640394576, 12.349104174313357, 0.0]"
2,183992.96663084254,2016668.1323767009,26.564067903582398,32.84564913103394,"[10.693503164631611, 0.0, 10.868857800053641, 10.124316626330069, 0.0]"
2,183934.98891582974,2016260.6068033362,26.813364004091536,32.848049037549345,"[9.250836358108577, 0.07772879124005985, 12.755748615692422, 11.733977940993153, 0.0]"
2,183730.31412218785,2014849.861132524,27.71591675114629,32.85567328415816,"[4.496169496092329, 0.001864191629338882, 11.447261132504867, 14.21654553277606, 0.0]"
2,183878.55409751285,2015845.5898596686,27.088421532510246,32.85110407097511,"[8.353691622642696, 0.07763725466243868, 13.80465279987731, 11.733977940993153, 0.0]"
2,184316.3307470705,2019123.055121744,25.396764884111004,32.83021419584979,"[14.635839411382952, 0.0, 11.039234432254966, 0.0, 0.004005698361730438]"
2,183810.3112370613,2015481.7784217591,27.38713634977233,32.85081163819006,"[6.973716919388779, 0.0, 10.403039332433037, 9.6818593869252, 0.0006902926160854635]"
2,183943.6287901103,2016398.5182131878,26.776043547545154,32.847100863813196,"[9.056305807359161, 0.0, 12.604169324273773, 12.047885266975541, 0.00024137245967729545]"
2,184054.7805731425,2017069.1126165804,26.28738355505838,32.84349576673915,"[11.98069053695742, 0.0, 12.100008827729226, 7.811177711174752, 0.0]"
2,184296.7345458925,2018741.9195155054,25.41398691311981,32.83232236642248,"[14.074443307642879, 0.0, 11.783712124617386, 0.0, 3.462863336886897e-05]"
2,184250.50110125708,2018886.4790032944,25.686776964854033,32.83035382810986,"[13.444221883514057, 0.044762191180254686, 11.771754047062602, 10.280728121364339, 0.007481373942571034]"
2,184202.94962340812,2018097.2192039497,25.75580419255616,32.83711714987027,"[13.853396604270518, 0.0, 7.416540870531257, 0.0, 0.0]"
2,184341.6346946134,2019494.5063464153,25.370869698941164,32.8267368703937,"[14.596933733057632, 0.0, 11.486459421954434, 7.333446814844938, 0.006708096512477034]"
2,184352.58619659263,2019640.4791594665,25.341521834365665,32.8245219787332,"[14.253312987133736, 0.0, 10.508717949225188, 7.949902842885981, 0.0086531763692169]"
